symbol,earnings_date,release_timing,observation_time,spot,risk_free_rate,dividend_yield,short_expiry,short_atm_strike,short_atm_iv,long_expiry,long_atm_strike,long_atm_iv,ordinary_implied_volatility,earnings_implied_move,pre_event_date,pre_event_price,post_event_date,post_event_price,realised_return,realised_move,realised_to_implied_ratio,source
AAPL,2025-01-30,after_market_close,2025-01-15T15:55:00-05:00,237.82,0.044,0.0,2025-01-24,237.50,0.1993,2025-01-31,237.50,0.2774,0.1993,0.0404,2025-01-30,235.82,2025-01-31,234.26,-0.0066,0.0066,0.16,alpaca_indicative_minute_bar_close_iv;stock_feed=iex
